league,season,team,player,nation,pos,age,NINETIES,Performance_Gls,Performance_Ast,Performance_G+A,Performance_CrdY,Performance_CrdR,Standard_Sh,Standard_SoT,Standard_Sh/90,Standard_SoT/90,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Pass_Cmp,Pass_Att,Pass_CmpPct,Pass_PrgDist,Pass_Ast,Pass_KP,Pass_Final3rd,Pass_PPA,SCA90,GCA90,Touches,Carries,Carry_PrgDist,Carry_Final3rd,Carry_PPA,Performance_Gls_p90,Performance_Ast_p90,Performance_G+A_p90,Standard_Sh_p90,Standard_SoT_p90,Performance_Fls_p90,Performance_Fld_p90,Performance_Off_p90,Performance_Crs_p90,Performance_Int_p90,Performance_TklW_p90,Pass_KP_p90,Pass_Final3rd_p90,Pass_PPA_p90,Pass_PrgDist_p90,Touches_p90,Carries_p90,Carry_PrgDist_p90,Carry_Final3rd_p90,Carry_PPA_p90,pos_simple
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,23.0,24.5,1,0,1,5,0,10,4,0.41,0.16,16,21,1,1,21,22,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.04081632653061224,0.40816326530612246,0.16326530612244897,0.6530612244897959,0.8571428571428571,0.04081632653061224,0.04081632653061224,0.8571428571428571,0.8979591836734694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,24.0,21.8,1,1,2,2,0,12,1,0.55,0.05,23,22,0,10,29,22,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04587155963302752,0.04587155963302752,0.09174311926605504,0.5504587155963303,0.04587155963302752,1.055045871559633,1.0091743119266054,0.0,0.4587155963302752,1.3302752293577982,1.0091743119266054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,28.0,13.7,0,0,0,6,1,11,2,0.8,0.15,28,21,0,20,18,20,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8029197080291971,0.14598540145985403,2.0437956204379564,1.5328467153284673,0.0,1.4598540145985401,1.3138686131386863,1.4598540145985401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,24.0,30.5,1,2,3,5,1,16,2,0.52,0.07,26,31,5,157,25,28,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.06557377049180328,0.09836065573770492,0.5245901639344263,0.06557377049180328,0.8524590163934426,1.0163934426229508,0.16393442622950818,5.147540983606557,0.819672131147541,0.9180327868852459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,21.0,28.8,12,2,14,12,0,68,32,2.36,1.11,72,51,14,5,2,8,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41666666666666663,0.06944444444444445,0.4861111111111111,2.361111111111111,1.1111111111111112,2.5,1.7708333333333333,0.4861111111111111,0.1736111111111111,0.06944444444444445,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,25.0,13.2,0,0,0,2,0,1,0,0.08,0.0,5,2,1,0,21,6,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07575757575757576,0.0,0.3787878787878788,0.15151515151515152,0.07575757575757576,0.0,1.590909090909091,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,MF,20.0,28.7,3,2,5,5,0,45,19,1.57,0.66,31,46,6,81,11,13,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10452961672473868,0.06968641114982578,0.17421602787456447,1.5679442508710801,0.662020905923345,1.0801393728222997,1.602787456445993,0.20905923344947736,2.822299651567944,0.3832752613240418,0.4529616724738676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,32.0,30.6,1,1,2,10,0,13,3,0.43,0.1,48,27,0,15,28,39,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032679738562091505,0.032679738562091505,0.06535947712418301,0.42483660130718953,0.09803921568627451,1.5686274509803921,0.8823529411764706,0.0,0.49019607843137253,0.9150326797385621,1.2745098039215685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,MF,28.0,11.0,4,0,4,2,0,21,12,1.91,1.09,9,8,8,14,5,12,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.36363636363636365,1.9090909090909092,1.0909090909090908,0.8181818181818182,0.7272727272727273,0.7272727272727273,1.2727272727272727,0.45454545454545453,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,MF,29.0,10.3,0,1,1,1,0,7,1,0.68,0.1,4,11,0,45,10,11,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0970873786407767,0.0970873786407767,0.6796116504854368,0.0970873786407767,0.3883495145631068,1.0679611650485437,0.0,4.368932038834951,0.9708737864077669,1.0679611650485437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MAR,MF,20.0,24.2,2,3,5,4,0,30,7,1.24,0.29,30,13,1,89,5,30,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08264462809917356,0.12396694214876033,0.2066115702479339,1.2396694214876034,0.2892561983471075,1.2396694214876034,0.5371900826446281,0.04132231404958678,3.677685950413223,0.2066115702479339,1.2396694214876034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,25.0,24.1,0,0,0,8,0,7,0,0.29,0.0,24,23,0,10,27,19,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2904564315352697,0.0,0.9958506224066389,0.954356846473029,0.0,0.41493775933609955,1.120331950207469,0.7883817427385892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23.0,12.5,1,0,1,4,0,4,2,0.32,0.16,16,9,0,1,15,14,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.32,0.16,1.28,0.72,0.0,0.08,1.2,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,31.0,19.0,1,0,1,3,0,2,2,0.11,0.11,8,3,1,0,12,9,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.42105263157894735,0.15789473684210525,0.05263157894736842,0.0,0.631578947368421,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19.0,16.9,5,2,7,8,0,36,12,2.13,0.71,36,35,3,43,13,33,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2958579881656805,0.1183431952662722,0.4142011834319527,2.1301775147928996,0.7100591715976332,2.1301775147928996,2.0710059171597637,0.1775147928994083,2.544378698224852,0.7692307692307693,1.9526627218934913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,28.0,17.1,0,2,2,4,0,10,4,0.59,0.23,9,13,0,33,8,10,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11695906432748537,0.11695906432748537,0.5847953216374269,0.23391812865497075,0.5263157894736842,0.7602339181286549,0.0,1.9298245614035086,0.4678362573099415,0.5847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,23.0,10.0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
ENG-Premier League,2425,Leicester City,James Justin,ENG,"DF,MF",26.0,32.4,2,2,4,6,0,25,7,0.77,0.22,28,44,2,57,44,38,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617283950617284,0.0617283950617284,0.1234567901234568,0.7716049382716049,0.2160493827160494,0.8641975308641976,1.3580246913580247,0.0617283950617284,1.7592592592592593,1.3580246913580247,1.1728395061728396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,37.0,31.4,9,4,13,5,0,58,26,1.85,0.83,27,23,27,11,5,12,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28662420382165604,0.12738853503184713,0.4140127388535032,1.8471337579617835,0.8280254777070064,0.8598726114649682,0.7324840764331211,0.8598726114649682,0.35031847133757965,0.15923566878980894,0.3821656050955414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,31.0,15.5,0,0,0,5,0,3,2,0.19,0.13,12,4,0,0,15,10,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1935483870967742,0.12903225806451613,0.7741935483870968,0.25806451612903225,0.0,0.0,0.967741935483871,0.6451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,MF,32.0,18.2,5,0,5,5,0,32,10,1.76,0.55,30,58,7,57,11,14,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27472527472527475,0.0,0.27472527472527475,1.7582417582417582,0.5494505494505495,1.6483516483516485,3.186813186813187,0.38461538461538464,3.131868131868132,0.6043956043956045,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23.0,12.3,0,0,0,3,0,5,0,0.41,0.0,16,10,0,28,20,25,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065040650406504,0.0,1.3008130081300813,0.8130081300813008,0.0,2.2764227642276422,1.6260162601626016,2.0325203252032518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24.0,26.5,0,0,0,1,0,0,0,0.0,0.0,0,3,0,0,0,1,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11320754716981132,0.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,23.0,12.5,0,0,0,8,0,5,1,0.4,0.08,21,13,0,5,12,4,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.08,1.68,1.04,0.0,0.4,0.96,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,MF,26.0,17.9,4,1,5,2,0,26,7,1.45,0.39,18,18,3,70,8,20,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223463687150838,0.0558659217877095,0.2793296089385475,1.452513966480447,0.3910614525139665,1.005586592178771,1.005586592178771,0.1675977653631285,3.910614525139665,0.446927374301676,1.11731843575419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,"DF,MF",21.0,27.6,0,1,1,1,0,3,0,0.11,0.0,19,18,3,96,37,51,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036231884057971016,0.036231884057971016,0.10869565217391304,0.0,0.6884057971014492,0.6521739130434783,0.10869565217391304,3.4782608695652173,1.3405797101449275,1.8478260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,27.0,25.8,0,5,5,8,0,22,8,0.85,0.31,39,18,3,30,27,48,,,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19379844961240308,0.19379844961240308,0.8527131782945736,0.31007751937984496,1.5116279069767442,0.6976744186046512,0.11627906976744186,1.1627906976744187,1.0465116279069766,1.8604651162790697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Leicester City,Wout Faes,BEL,DF,26.0,31.3,1,0,1,4,0,12,1,0.38,0.03,23,11,1,5,22,28,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03194888178913738,0.0,0.03194888178913738,0.38338658146964855,0.03194888178913738,0.7348242811501597,0.3514376996805112,0.03194888178913738,0.1597444089456869,0.7028753993610224,0.8945686900958466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,25.0,28.9,5,5,10,6,0,38,14,1.32,0.48,62,40,2,86,22,59,,,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17301038062283738,0.17301038062283738,0.34602076124567477,1.3148788927335642,0.4844290657439447,2.1453287197231834,1.384083044982699,0.06920415224913495,2.975778546712803,0.7612456747404844,2.041522491349481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,31.0,27.9,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07168458781362008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
ENG-Premier League,2425,Liverpool,Andy Robertson,SCO,DF,30.0,27.6,0,1,1,3,1,15,3,0.54,0.11,11,8,3,145,21,21,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036231884057971016,0.036231884057971016,0.5434782608695652,0.10869565217391304,0.39855072463768115,0.2898550724637681,0.10869565217391304,5.253623188405797,0.7608695652173912,0.7608695652173912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,25.0,10.0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
ENG-Premier League,2425,Liverpool,Cody Gakpo,NED,MF,25.0,21.5,10,4,14,5,0,57,23,2.65,1.07,20,31,5,73,12,17,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46511627906976744,0.18604651162790697,0.6511627906976745,2.6511627906976742,1.069767441860465,0.9302325581395349,1.441860465116279,0.23255813953488372,3.395348837209302,0.5581395348837209,0.7906976744186046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",23.0,19.0,3,3,6,3,1,34,13,1.79,0.68,18,25,1,8,7,22,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.15789473684210525,0.3157894736842105,1.7894736842105263,0.6842105263157895,0.9473684210526315,1.3157894736842106,0.05263157894736842,0.42105263157894735,0.3684210526315789,1.1578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25.0,12.6,5,2,7,8,0,34,13,2.7,1.03,27,14,12,3,4,18,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39682539682539686,0.15873015873015872,0.5555555555555556,2.6984126984126986,1.0317460317460319,2.142857142857143,1.1111111111111112,0.9523809523809524,0.2380952380952381,0.31746031746031744,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Liverpool,Diogo Jota,POR,FW,27.0,13.3,6,3,9,2,0,51,13,3.84,0.98,23,14,1,8,8,9,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45112781954887216,0.22556390977443608,0.6766917293233082,3.834586466165413,0.9774436090225563,1.7293233082706767,1.0526315789473684,0.07518796992481203,0.6015037593984962,0.6015037593984962,0.6766917293233082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,23.0,27.7,6,6,12,6,0,67,23,2.42,0.83,44,24,4,40,9,23,,,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21660649819494585,0.21660649819494585,0.4332129963898917,2.4187725631768955,0.8303249097472925,1.588447653429603,0.8664259927797834,0.1444043321299639,1.444043321299639,0.3249097472924188,0.8303249097472925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25.0,28.4,1,2,3,5,0,19,4,0.67,0.14,27,20,0,0,19,28,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035211267605633804,0.07042253521126761,0.10563380281690142,0.6690140845070423,0.14084507042253522,0.9507042253521127,0.7042253521126761,0.0,0.0,0.6690140845070423,0.9859154929577465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,"FW,MF",27.0,26.7,13,5,18,2,0,71,30,2.66,1.13,48,31,10,32,7,27,,,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4868913857677903,0.18726591760299627,0.6741573033707865,2.659176029962547,1.1235955056179776,1.797752808988764,1.1610486891385767,0.37453183520599254,1.198501872659176,0.2621722846441948,1.0112359550561798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,MF,32.0,37.5,29,18,47,1,0,130,61,3.47,1.63,25,39,18,79,9,11,,,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7733333333333333,0.48,1.2533333333333334,3.466666666666667,1.6266666666666667,0.6666666666666666,1.04,0.48,2.1066666666666665,0.24,0.29333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,22.0,35.1,0,4,4,6,1,20,5,0.57,0.14,47,52,0,7,56,37,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11396011396011396,0.11396011396011396,0.5698005698005698,0.14245014245014245,1.339031339031339,1.4814814814814814,0.0,0.19943019943019943,1.5954415954415955,1.054131054131054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,25.0,26.3,3,6,9,5,0,45,8,1.71,0.3,11,9,1,154,31,49,,,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11406844106463879,0.22813688212927757,0.34220532319391633,1.7110266159695817,0.3041825095057034,0.4182509505703422,0.34220532319391633,0.03802281368821293,5.855513307984791,1.1787072243346006,1.8631178707224334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33.0,37.0,3,1,4,5,0,26,8,0.7,0.22,17,13,0,1,54,20,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.02702702702702703,0.10810810810810811,0.7027027027027027,0.21621621621621623,0.4594594594594595,0.35135135135135137,0.0,0.02702702702702703,1.4594594594594594,0.5405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Manchester City,Bernardo Silva,POR,MF,29.0,29.7,4,4,8,7,0,32,12,1.08,0.4,27,31,3,60,21,35,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13468013468013468,0.13468013468013468,0.26936026936026936,1.0774410774410774,0.40404040404040403,0.9090909090909091,1.043771043771044,0.10101010101010101,2.0202020202020203,0.7070707070707071,1.1784511784511784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Manchester City,Ederson Moraes,BRA,GK,30.0,25.8,0,4,4,4,0,0,0,0.0,0.0,1,0,0,0,1,0,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15503875968992248,0.15503875968992248,0.0,0.0,0.03875968992248062,0.0,0.0,0.0,0.03875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
ENG-Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24.0,30.4,22,3,25,2,0,109,60,3.59,1.97,24,13,4,3,5,6,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7236842105263158,0.09868421052631579,0.8223684210526316,3.585526315789474,1.973684210526316,0.7894736842105263,0.4276315789473684,0.13157894736842105,0.09868421052631579,0.16447368421052633,0.19736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"MF,FW",22.0,16.8,3,6,9,1,0,29,9,1.72,0.53,10,33,5,59,3,23,,,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.35714285714285715,0.5357142857142857,1.726190476190476,0.5357142857142857,0.5952380952380952,1.9642857142857142,0.2976190476190476,3.511904761904762,0.17857142857142858,1.369047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,22.0,36.4,5,0,5,2,0,40,12,1.1,0.33,16,27,3,22,42,38,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13736263736263737,0.0,0.13736263736263737,1.098901098901099,0.32967032967032966,0.43956043956043955,0.7417582417582418,0.08241758241758242,0.6043956043956045,1.153846153846154,1.043956043956044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33.0,18.9,4,7,11,2,0,57,18,3.01,0.95,17,18,5,144,7,9,,,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21164021164021166,0.3703703703703704,0.5820105820105821,3.0158730158730163,0.9523809523809524,0.8994708994708995,0.9523809523809524,0.2645502645502646,7.6190476190476195,0.3703703703703704,0.4761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34.0,10.8,0,0,0,3,0,5,2,0.46,0.19,6,4,1,14,3,10,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4629629629629629,0.18518518518518517,0.5555555555555555,0.37037037037037035,0.09259259259259259,1.2962962962962963,0.27777777777777773,0.9259259259259258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,"DF,MF",29.0,22.4,0,0,0,3,0,15,2,0.67,0.09,17,9,0,11,9,11,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6696428571428572,0.08928571428571429,0.7589285714285715,0.4017857142857143,0.0,0.4910714285714286,0.4017857142857143,0.4910714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,"MF,DF",30.0,24.4,6,2,8,5,1,45,12,1.84,0.49,24,26,0,0,22,39,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24590163934426232,0.0819672131147541,0.3278688524590164,1.8442622950819674,0.49180327868852464,0.9836065573770493,1.0655737704918034,0.0,0.0,0.9016393442622951,1.598360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"DF,MF",25.0,18.6,1,6,7,4,0,9,4,0.48,0.22,30,20,6,45,14,21,,,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05376344086021505,0.3225806451612903,0.3763440860215054,0.48387096774193544,0.2150537634408602,1.6129032258064515,1.075268817204301,0.3225806451612903,2.419354838709677,0.7526881720430108,1.129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
