league,season,team,player,nation,pos,age,NINETIES,Performance_Gls,Performance_Ast,Performance_G+A,Performance_CrdY,Performance_CrdR,Standard_Sh,Standard_SoT,Standard_Sh/90,Standard_SoT/90,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Pass_Cmp,Pass_Att,Pass_CmpPct,Pass_PrgDist,Pass_Ast,Pass_KP,Pass_Final3rd,Pass_PPA,SCA90,GCA90,Touches,Carries,Carry_PrgDist,Carry_Final3rd,Carry_PPA
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,MF,28,11.0,4,0,4,2,0,21,12,1.91,1.09,9,8,8,14,5,12,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,MF,29,10.3,0,1,1,1,0,7,1,0.68,0.1,4,11,0,45,10,11,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,"MF,FW",20,6.4,0,2,2,0,0,13,5,2.02,0.78,11,20,2,29,4,15,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MAR,MF,20,24.2,2,3,5,4,0,30,7,1.24,0.29,30,13,1,89,5,30,,,,,3,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Bobby De Cordova-Reid,JAM,"MF,FW",31,8.3,1,2,3,2,0,7,3,0.85,0.36,8,9,4,15,1,3,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,25,24.1,0,0,0,8,0,7,0,0.29,0.0,24,23,0,10,27,19,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23,12.5,1,0,1,4,0,4,2,0.32,0.16,16,9,0,1,15,14,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,31,19.0,1,0,1,3,0,2,2,0.11,0.11,8,3,1,0,12,9,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Danny Ward,WAL,GK,31,1.5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19,16.9,5,2,7,8,0,36,12,2.13,0.71,36,35,3,43,13,33,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Hamza Choudhury,BAN,MF,26,1.5,0,0,0,0,0,0,0,0.0,0.0,1,0,0,5,5,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,28,17.1,0,2,2,4,0,10,4,0.59,0.23,9,13,0,33,8,10,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Jake Evans,ENG,MF,15,0.3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,23,10.0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,James Justin,ENG,"DF,MF",26,32.4,2,2,4,6,0,25,7,0.77,0.22,28,44,2,57,44,38,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,37,31.4,9,4,13,5,0,58,26,1.85,0.83,27,23,27,11,5,12,,,,,4,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,31,15.5,0,0,0,5,0,3,2,0.19,0.13,12,4,0,0,15,10,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Jeremy Monga,ENG,FW,15,1.2,0,0,0,0,0,3,1,2.41,0.8,0,5,0,4,0,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,MF,32,18.2,5,0,5,5,0,32,10,1.76,0.55,30,58,7,57,11,14,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Kasey McAteer,IRL,MF,22,9.5,1,1,2,3,0,13,7,1.37,0.74,18,15,3,21,2,15,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23,12.3,0,0,0,3,0,5,0,0.41,0.0,16,10,0,28,20,25,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24,26.5,0,0,0,1,0,0,0,0.0,0.0,0,3,0,0,0,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Michael Golding,ENG,MF,18,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,26,0.3,0,0,0,0,0,0,0,0.0,0.0,2,0,0,0,0,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Olabade Aluko,,DF,,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,23,12.5,0,0,0,8,0,5,1,0.4,0.08,21,13,0,5,12,4,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Patson Daka,ZAM,"MF,FW",25,8.2,1,0,1,0,0,15,4,1.83,0.49,15,19,3,3,1,10,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,30,4.3,0,0,0,1,0,2,1,0.46,0.23,6,8,0,4,4,7,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,MF,26,17.9,4,1,5,2,0,26,7,1.45,0.39,18,18,3,70,8,20,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,"DF,MF",21,27.6,0,1,1,1,0,3,0,0.11,0.0,19,18,3,96,37,51,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,27,25.8,0,5,5,8,0,22,8,0.85,0.31,39,18,3,30,27,48,,,,,5,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Will Alves,ENG,MF,19,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Wout Faes,BEL,DF,26,31.3,1,0,1,4,0,12,1,0.38,0.03,23,11,1,5,22,28,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Woyo Coulibaly,MLI,DF,25,1.2,0,0,0,1,0,2,1,1.65,0.83,2,1,0,0,5,4,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,25,28.9,5,5,10,6,0,38,14,1.32,0.48,62,40,2,86,22,59,,,,,5,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,31,27.9,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Andy Robertson,SCO,DF,30,27.6,0,1,1,3,1,15,3,0.54,0.11,11,8,3,145,21,21,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,25,10.0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Cody Gakpo,NED,MF,25,21.5,10,4,14,5,0,57,23,2.65,1.07,20,31,5,73,12,17,,,,,4,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21,8.4,0,2,2,4,0,10,3,1.19,0.36,12,14,1,7,3,10,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",23,19.0,3,3,6,3,1,34,13,1.79,0.68,18,25,1,8,7,22,,,,,3,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25,12.6,5,2,7,8,0,34,13,2.7,1.03,27,14,12,3,4,18,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Diogo Jota,POR,FW,27,13.3,6,3,9,2,0,51,13,3.84,0.98,23,14,1,8,8,9,,,,,3,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,23,27.7,6,6,12,6,0,67,23,2.42,0.83,44,24,4,40,9,23,,,,,6,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,26,1.2,0,0,0,0,0,5,2,4.17,1.67,3,2,0,2,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Harvey Elliott,ENG,MF,21,4.1,1,2,3,1,0,17,4,4.12,0.97,0,1,1,12,1,3,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25,28.4,1,2,3,5,0,19,4,0.67,0.14,27,20,0,0,19,28,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Jarell Quansah,ENG,DF,21,5.5,0,0,0,2,0,1,0,0.18,0.0,9,1,0,2,7,8,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Jayden Danns,ENG,FW,18,0.1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Joe Gomez,ENG,DF,27,5.8,0,0,0,1,0,3,2,0.52,0.35,2,3,0,1,7,10,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,28,9.3,0,1,1,2,0,4,2,0.43,0.22,9,6,1,64,10,19,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,"FW,MF",27,26.7,13,5,18,2,0,71,30,2.66,1.13,48,31,10,32,7,27,,,,,5,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,MF,32,37.5,29,18,47,1,0,130,61,3.47,1.63,25,39,18,79,9,11,,,,,18,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,22,35.1,0,4,4,6,1,20,5,0.57,0.14,47,52,0,7,56,37,,,,,4,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,25,26.3,3,6,9,5,0,45,8,1.71,0.3,11,9,1,154,31,49,,,,,6,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33,37.0,3,1,4,5,0,26,8,0.7,0.22,17,13,0,1,54,20,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23,0.1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Liverpool,Wataru Endo,JPN,MF,31,3.0,0,0,0,0,0,0,0,0.0,0.0,15,7,0,1,6,8,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Abdukodir Khusanov,UZB,DF,20,5.6,0,0,0,1,0,1,0,0.18,0.0,3,3,0,1,3,4,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Bernardo Silva,POR,MF,29,29.7,4,4,8,7,0,32,12,1.08,0.4,27,31,3,60,21,35,,,,,4,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Claudio Echeverri,ARG,MF,18,0.1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Divin Mubama,ENG,FW,19,0.3,0,0,0,0,0,1,0,3.21,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Ederson Moraes,BRA,GK,30,25.8,0,4,4,4,0,0,0,0.0,0.0,1,0,0,0,1,0,,,,,4,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24,30.4,22,3,25,2,0,109,60,3.59,1.97,24,13,4,3,5,6,,,,,3,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Jack Grealish,ENG,"MF,FW",28,8.0,1,1,2,3,0,15,5,1.87,0.62,5,25,0,20,2,4,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,18,1.1,0,0,0,1,0,0,0,0.0,0.0,0,1,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,James Mcatee,ENG,MF,21,3.9,3,0,3,1,0,12,4,3.09,1.03,6,3,0,8,2,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"MF,FW",22,16.8,3,6,9,1,0,29,9,1.72,0.53,10,33,5,59,3,23,,,,,6,,,,,,,,,,
ENG-Premier League,2425,Manchester City,John Stones,ENG,DF,30,6.1,2,0,2,1,0,2,2,0.33,0.33,2,2,0,0,4,3,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,22,36.4,5,0,5,2,0,40,12,1.1,0.33,16,27,3,22,42,38,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33,18.9,4,7,11,2,0,57,18,3.01,0.95,17,18,5,144,7,9,,,,,7,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34,10.8,0,0,0,3,0,5,2,0.46,0.19,6,4,1,14,3,10,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,"DF,MF",29,22.4,0,0,0,3,0,15,2,0.67,0.09,17,9,0,11,9,11,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,"MF,DF",30,24.4,6,2,8,5,1,45,12,1.84,0.49,24,26,0,0,22,39,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"DF,MF",25,18.6,1,6,7,4,0,9,4,0.48,0.22,30,20,6,45,14,21,,,,,6,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Nathan Aké,NED,DF,29,7.5,0,0,0,0,0,3,0,0.4,0.0,2,0,0,1,3,6,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Nico O'Reilly,ENG,DF,19,5.9,2,0,2,0,0,8,3,1.36,0.51,6,4,1,8,4,4,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Nicolás González,ESP,MF,22,8.4,1,0,1,3,0,9,2,1.07,0.24,13,5,0,1,8,4,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Omar Marmoush,EGY,"MF,FW",25,13.1,7,0,7,0,0,49,17,3.75,1.3,15,20,10,29,6,8,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Oscar Bobb,NOR,"FW,MF",21,0.2,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24,19.7,7,2,9,2,0,54,16,2.73,0.81,5,35,3,81,9,5,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Rico Lewis,ENG,"DF,MF",19,21.0,1,2,3,5,1,10,2,0.48,0.1,12,34,0,7,14,17,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Rodri,ESP,MF,28,0.8,0,0,0,0,0,0,0,0.0,0.0,1,2,0,0,1,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Rúben Dias,POR,"DF,MF",27,25.2,0,0,0,4,0,21,7,0.83,0.28,12,8,0,3,19,11,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,31,12.2,0,0,0,1,0,0,0,0.0,0.0,1,2,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Sávio,BRA,"MF,FW",20,19.6,1,8,9,3,0,55,21,2.8,1.07,17,28,3,84,4,17,,,,,8,,,,,,,,,,
ENG-Premier League,2425,Manchester City,Vitor Reis,BRA,DF,18,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester City,İlkay Gündoğan,GER,MF,33,24.7,1,6,7,1,0,27,7,1.09,0.28,15,27,1,62,14,13,,,,,6,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Alejandro Garnacho,ARG,MF,20,24.4,6,2,8,3,0,84,30,3.44,1.23,12,44,10,55,13,16,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Altay Bayındır,TUR,GK,26,4.0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Amad Diallo,CIV,"MF,FW",22,21.1,8,6,14,5,0,47,17,2.23,0.8,20,28,9,43,10,31,,,,,6,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28,34.0,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,2,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Antony,BRA,"FW,MF",24,1.6,0,0,0,0,0,6,3,3.83,1.91,2,5,0,5,2,3,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Ayden Heaven,ENG,DF,17,1.9,0,0,0,1,0,2,0,1.06,0.0,4,4,0,0,4,3,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Bruno Fernandes,POR,MF,29,33.5,8,10,18,5,2,96,29,2.86,0.86,32,40,2,185,26,52,,,,,10,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32,16.6,1,0,1,5,0,32,10,1.93,0.6,20,19,3,20,15,52,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Chidozie Obi-Martin,DEN,FW,16,1.8,0,0,0,1,0,5,1,2.73,0.55,3,1,0,0,0,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Christian Eriksen,DEN,MF,32,11.8,1,2,3,4,0,15,2,1.27,0.17,8,3,0,84,7,8,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Diogo Dalot,POR,"MF,DF",25,31.3,0,3,3,5,0,24,5,0.77,0.16,40,9,4,64,35,38,,,,,3,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Harry Amass,ENG,MF,17,3.8,0,0,0,0,0,3,0,0.78,0.0,2,4,1,9,2,2,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31,19.5,1,0,1,7,0,15,7,0.77,0.36,18,11,3,3,37,16,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Jonny Evans,NIR,DF,36,3.5,0,0,0,1,0,2,1,0.57,0.29,5,6,0,0,5,6,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23,15.6,3,1,4,2,0,28,11,1.8,0.71,9,13,3,3,6,8,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19,18.3,0,0,0,5,0,15,2,0.82,0.11,27,21,3,7,19,28,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Leny Yoro,FRA,DF,18,12.9,0,0,0,5,0,5,1,0.39,0.08,9,2,1,1,17,11,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Lisandro Martínez,ARG,DF,26,19.5,2,1,3,7,0,17,6,0.87,0.31,22,7,0,9,31,24,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Luke Shaw,ENG,DF,29,3.9,0,0,0,1,0,1,0,0.26,0.0,3,1,0,10,2,3,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Manuel Ugarte,URU,MF,23,19.8,1,2,3,11,0,19,4,0.96,0.2,41,33,0,7,26,50,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Marcus Rashford,ENG,MF,26,10.9,4,1,5,2,0,16,9,1.47,0.83,8,7,7,27,5,4,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25,6.9,1,0,1,3,0,20,9,2.89,1.3,16,9,1,13,4,5,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Matthijs de Ligt,NED,DF,24,23.6,2,0,2,3,0,18,10,0.76,0.42,16,12,2,6,32,22,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Noussair Mazraoui,MAR,"DF,MF",26,31.5,0,1,1,3,0,13,3,0.41,0.1,38,25,4,23,35,71,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Patrick Dorgu,DEN,MF,19,9.4,0,0,0,3,1,10,2,1.07,0.21,17,28,3,37,3,23,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Rasmus Højlund,DEN,FW,21,22.3,4,0,4,2,0,32,13,1.44,0.58,18,28,13,7,2,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Scott McTominay,SCO,MF,27,0.2,0,0,0,0,0,1,0,4.74,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Toby Collyer,ENG,MF,20,2.0,0,0,0,0,0,1,0,0.5,0.0,2,4,0,0,3,9,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Tyler Fredricson,ENG,DF,19,1.8,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,1,3,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Tyrell Malacia,NED,MF,24,1.1,0,0,0,1,0,0,0,0.0,0.0,3,2,0,1,2,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Victor Lindelöf,SWE,DF,30,7.8,0,0,0,1,0,0,0,0.0,0.0,8,1,0,1,7,2,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Alexander Isak,SWE,FW,24,30.6,23,6,29,1,0,99,46,3.23,1.5,28,14,20,16,3,5,,,,,6,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Anthony Gordon,ENG,"FW,MF",23,27.0,6,5,11,2,0,59,19,2.18,0.7,20,71,8,130,6,17,,,,,5,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Bruno Guimarães,BRA,MF,26,36.3,5,6,11,7,0,45,15,1.24,0.41,65,107,2,29,28,47,,,,,6,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Callum Wilson,ENG,FW,32,4.1,0,0,0,1,0,6,1,1.46,0.24,4,1,3,2,1,2,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Dan Burn,ENG,DF,32,37.0,1,1,2,11,0,22,6,0.59,0.16,34,12,5,3,27,25,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Emil Krafth,SWE,DF,29,3.8,0,0,0,2,0,1,0,0.26,0.0,5,2,0,2,3,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Fabian Schär,SUI,DF,32,32.6,4,0,4,9,1,40,11,1.23,0.34,35,16,4,12,43,20,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Harvey Barnes,ENG,"FW,MF",26,19.5,9,4,13,0,0,63,21,3.23,1.08,15,23,5,47,6,9,,,,,4,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Jacob Murphy,ENG,"FW,MF",29,26.2,8,12,20,4,0,43,15,1.64,0.57,11,14,3,119,11,18,,,,,12,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Joe Willock,ENG,MF,24,12.1,0,2,2,4,0,18,3,1.49,0.25,22,13,3,17,7,18,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Joelinton,BRA,"MF,FW",27,26.6,4,3,7,10,0,45,14,1.69,0.53,58,34,7,16,20,35,,,,,3,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Kieran Trippier,ENG,DF,33,14.5,0,3,3,1,0,4,0,0.28,0.0,16,11,2,83,11,22,,,,,3,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Lewis Hall,ENG,DF,19,24.3,0,4,4,3,0,11,1,0.45,0.04,9,21,1,110,17,40,,,,,4,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Lewis Miley,ENG,MF,18,3.5,1,0,1,0,0,3,2,0.86,0.58,3,1,0,0,2,11,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Lloyd Kelly,ENG,DF,25,3.4,0,1,1,2,0,3,0,0.89,0.0,5,5,1,1,1,4,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Martin Dúbravka,SVK,GK,35,10.0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Matt Targett,ENG,"DF,MF",28,0.2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Miguel Almirón,PAR,FW,30,1.7,0,0,0,0,0,6,2,3.44,1.15,1,3,2,0,0,2,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Nick Pope,ENG,GK,32,28.0,0,0,0,2,0,0,0,0.0,0.0,2,5,0,0,1,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Sandro Tonali,ITA,MF,24,29.2,4,2,6,5,0,35,12,1.2,0.41,37,49,2,54,32,32,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Sean Longstaff,ENG,MF,26,8.9,0,0,0,2,0,6,1,0.68,0.11,9,6,0,5,7,15,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Sven Botman,NED,DF,24,4.6,0,0,0,1,0,5,2,1.09,0.44,5,4,0,0,5,8,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Newcastle,Tino Livramento,ENG,DF,21,31.6,0,1,1,1,0,6,2,0.19,0.06,6,35,2,52,26,34,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Newcastle,William Osula,DEN,FW,20,1.5,1,0,1,0,0,4,1,2.69,0.67,4,1,1,4,3,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Anthony Elanga,SWE,"MF,FW",22,27.8,6,11,17,1,0,44,24,1.58,0.86,9,47,18,184,6,15,,,,,11,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Callum Hudson-Odoi,ENG,MF,23,24.4,5,2,7,2,0,37,17,1.52,0.7,12,25,8,80,13,16,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Chris Wood,NZL,FW,32,32.9,20,3,23,1,0,68,35,2.07,1.06,25,24,28,1,6,5,,,,,3,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Danilo Santos,BRA,MF,23,3.1,0,0,0,0,0,0,0,0.0,0.0,2,0,0,3,4,3,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Elliot Anderson,ENG,MF,21,30.3,2,6,8,10,0,40,7,1.32,0.23,47,57,4,86,29,55,,,,,6,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Eric da Silva Moreira,GER,DF,18,0.3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,2,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Harry Toffolo,ENG,DF,28,1.5,0,0,0,1,0,1,0,0.66,0.0,1,0,0,4,1,3,,,,,0,,,,,,,,,,
