PLAYER_NAME,PLAYER_POSITION,HEIGHT_IN,DRAFT_PICK
Eric Murdock,SG,73.0,21
Gheorghe Muresan,C,91.0,60
Ade Murkey,SG,77.0,61
Allen Murphy,SG,76.0,65
Calvin Murphy,SG,69.0,48
Dick Murphy,SG,73.0,61
Erik Murphy,SF,82.0,79
Jay Murphy,SF,81.0,61
John Murphy,SF,74.0,350
Kevin Murphy,SG,78.0,77
Ronnie Murphy,SF,77.0,17
Tod Murphy,C,81.0,113
Troy Murphy,PF,83.0,14
Trey Murphy III,SF,80.0,17
Dejounte Murray,SG,76.0,29
Flip Murray,SG,75.0,71
Jamal Murray,SG,76.0,7
Keegan Murray,SF,80.0,4
Ken Murray,SG,74.0,61
Kris Murray,SF,80.0,23
Lamond Murray,SF,79.0,7
Tracy Murray,SF,79.0,18
Collin Murray-Boyles,SF,79.0,9
Dorie Murrey,SF,80.0,42
Toure' Murry,SG,77.0,61
Dzanan Musa,SG,81.0,29
Mike Muscala,PF,82.0,74
Angelo Musi,SG,69.0,61
Jerrod Mustaf,SF,82.0,17
Dikembe Mutombo,C,86.0,4
Martin Muursepp,SF,81.0,25
Pete Myers,SG,78.0,270
Svi Mykhailiuk,SG,79.0,77
Makhtar N'diaye,SF,80.0,61
Mamadou N'diaye,C,84.0,26
Bob Naber,SF,75.0,61
Boris Nachamkin,SF,78.0,46
Bostjan Nachbar,SF,81.0,15
Abdel Nader,SF,77.0,88
Jerry Nagel,SG,72.0,61
Fred Nagy,SG,73.0,61
Lee Nailon,SF,81.0,73
Eduardo Najera,SF,80.0,68
Larry Nance,SF,82.0,20
Pete Nance,SF,81.0,61
Larry Nance Jr.,PF,78.0,27
Shabazz Napier,SG,72.0,24
Paul Napolitano,SG,74.0,61
Bob Nash,SF,80.0,9
Charles Nash,SF,77.0,42
Steve Nash,SG,75.0,15
Swen Nater,C,83.0,16
Howard Nathan,SG,71.0,61
Calvin Natt,SF,78.0,8
Kenny Natt,SG,75.0,60
Willie Naulls,SF,78.0,61
Juan Carlos Navarro,SG,75.0,69
Hamady Ndiaye,C,84.0,86
Boniface Ndong,C,84.0,61
Maurice Ndour,SF,81.0,61
Craig Neal,SG,77.0,131
Gary Neal,SG,76.0,61
Jim Neal,C,83.0,6
Lloyd Neal,SF,79.0,91
Ed Nealy,SF,79.0,376
Nemanja Nedovic,SG,75.0,30
Al Negratti,SF,75.0,61
Barry Nelson,C,82.0,205
DeMarcus Nelson,SG,76.0,61
Don Nelson,SF,78.0,77
Grant Nelson,SF,84.0,61
Jameer Nelson,SG,72.0,20
Louie Nelson,SG,75.0,49
Andrew Nembhard,SG,76.0,61
Ruben Nembhard,SG,75.0,61
Ryan Nembhard,SG,71.0,61
Ruben Nembhard Jr.,SG,76.0,61
Tyrone Nesby,SF,78.0,61
Aaron Nesmith,SG,77.0,14
Martin Nessley,SF,86.0,266
Rasho Nesterovic,C,84.0,17
Raul Neto,SG,74.0,77
Johnny Neumann,SG,78.0,248
Paul Neumann,SG,73.0,117
Chuck Nevitt,C,89.0,123
Melvin Newbern,SG,76.0,61
Ivano Newbill,C,82.0,61
Ira Newble,SG,79.0,61
Asa Newell,SF,82.0,23
Mike Newlin,SG,76.0,54
Johnny Newman,SF,79.0,59
Malik Newman,SG,75.0,61
Dave Newmark,C,84.0,91
Tristen Newton,SG,77.0,79
Georges Niang,SF,79.0,80
Demetris Nichols,SF,80.0,83
Jack Nichols,C,79.0,12
Andrew Nicholson,SF,81.0,19
Gaylon Nickerson,SG,75.0,64
Carl Nicks,SG,73.0,23
Yanic Konan Niederhäuser,C,83.0,30
Rich Niemann,C,84.0,132
John Niemiera,SG,73.0,61
Mike Niles,SF,78.0,173
Kurt Nimphius,C,82.0,107
Daishen Nix,SG,75.0,61
Dyron Nix,SG,79.0,59
Norm Nixon,SG,74.0,22
Zeke Nnaji,PF,82.0,22
Joakim Noah,PF,83.0,9
Chuck Noble,SG,76.0,120
Andres Nocioni,SF,79.0,61
David Noel,SF,78.0,69
Nerlens Noel,PF,83.0,6
Paul Noel,SF,76.0,61
Lucas Nogueira,C,84.0,16
Jim Nolan,C,80.0,61
Paul Nolen,C,82.0,61
Jeff Nordgaard,SF,79.0,83
Robert Nordmann,C,82.0,85
Johnny Norlander,SF,75.0,61
Connie Norman,SG,75.0,97
Ken Norman,SF,80.0,19
Audie Norris,C,81.0,67
Miles Norris,SF,79.0,61
Moochie Norris,SG,73.0,63
Sylvester Norris,C,83.0,123
Zach Norvell Jr.,SG,77.0,61
Willie Norwood,SF,79.0,49
George Nostrand,C,80.0,61
Stan Noszka,SG,73.0,61
Mike Novak,C,81.0,61
Steve Novak,SF,82.0,62
Jaylen Nowell,SG,76.0,73
Markquis Nowell,SG,67.0,61
Mel Nowell,SG,74.0,420
Dirk Nowitzki,SF,84.0,9
Frank Ntilikina,SG,76.0,8
Kendrick Nunn,SG,75.0,61
James Nunnally,SF,79.0,61
Jusuf Nurkić,C,83.0,16
Dennis Nutt,SG,74.0,61
David Nwaba,SG,77.0,61
Jordan Nwora,SF,80.0,75
Julius Nwosu,SF,82.0,61
Charles O'Bannon,SG,77.0,61
Ed O'Bannon,SG,80.0,9
John O'Boyle,SG,74.0,61
Bob O'Brien,SF,76.0,61
Buckshot O'Brien,Unknown,,61
JJ O'Brien,SF,79.0,61
Patrick O'Bryant,C,84.0,9
Johnny O'Bryant III,PF,81.0,66
Dermie O'Connell,SG,72.0,61
Andy O'Donnell,SG,73.0,61
Francis O'Grady,SG,71.0,61
Dick O'Keefe,SG,74.0,9
Tommy O'Keefe,SG,74.0,61
Mike O'Koren,SF,79.0,6
Grady O'Malley,SF,77.0,754
Jermaine O'Neal,PF,83.0,17
Shaquille O'Neal,C,85.0,1
Royce O'Neale,SF,78.0,61
Mike O'Neill,SF,75.0,61
Kyle O'Quinn,PF,81.0,79
Kevin O'Shea,SG,74.0,10
Garland O'Shields,SG,73.0,61
Dan O'Sullivan,Unknown,82.0,61
Charles Oakley,SF,81.0,9
Fabricio Oberto,PF,82.0,61
Daniel Ochefu,SF,83.0,61
Greg Oden,C,84.0,1
Lamar Odom,SF,82.0,4
Josh Oduro,C,81.0,61
Carlos Ogden,SF,78.0,13
Ralph Ogden,SF,77.0,143
Alan Ogg,C,86.0,61
Don Ohl,SG,75.0,156
Tim Ohlbrecht,PF,83.0,61
Semi Ojeleye,SF,78.0,67
Emeka Okafor,C,82.0,2
Jahlil Okafor,PF,82.0,3
Toby Okani,SF,80.0,61
Chuma Okeke,SF,79.0,16
Elie Okobo,SF,75.0,61
Josh Okogie,SG,76.0,20
Onyeka Okongwu,PF,82.0,6
Isaac Okoro,SF,76.0,5
KZ Okpala,SF,80.0,62
Mehmet Okur,PF,83.0,67
Victor Oladipo,SG,75.0,2
Hakeem Olajuwon,C,84.0,1
Mark Olberding,SF,80.0,61
Lachlan Olbrich,C,80.0,85
Jawann Oldham,C,84.0,71
Johnny Oldham,SG,75.0,61
Frank Oleynick,SG,74.0,12
Quincy Olivari,SG,75.0,61
John Olive,SF,79.0,378
Brian Oliver,SG,76.0,62
Cameron Oliver,SF,80.0,61
Dean Oliver,SG,71.0,61
Jimmy Oliver,SG,77.0,69
Kevin Ollie,SG,74.0,61
Gene Ollrich,SG,71.0,61
Michael Olowokandi,C,84.0,1
Enoch Olsen,SF,80.0,43
Kelly Olynyk,PF,84.0,13
Norchad Omier,SF,79.0,61
Eugene Omoruyi,SF,78.0,61
Miye Oni,SG,77.0,88
Arinze Onuaku,PF,81.0,61
Chinanu Onuaku,C,82.0,67
Barry Orms,SG,75.0,306
Johnny Orr,Unknown,,61
Louis Orr,SF,80.0,59
Jose Ortiz,SF,82.0,15
Daniel Orton,C,82.0,29
Chuck Osborne,SF,78.0,88
Cedi Osman,SF,79.0,61
Wally Osterkorn,SF,77.0,61
Greg Ostertag,C,86.0,28
Matt Othick,SG,74.0,61
Don Otten,C,82.0,61
Mac Otten,Unknown,,61
Daniel Oturu,C,80.0,63
Kelly Oubre Jr.,SF,80.0,15
Bo Outlaw,SF,80.0,61
Travis Outlaw,SF,81.0,23
Claude Overton,SG,74.0,61
Doug Overton,SG,75.0,70
Andre Owens,SG,76.0,61
Billy Owens,SF,81.0,3
Chris Owens,SF,79.0,77
Eddie Owens,SF,79.0,61
James Owens,SG,75.0,61
Jim Owens,SF,77.0,338
Keith Owens,SF,79.0,61
Larry Owens,SF,79.0,61
Tariq Owens,SF,82.0,61
Tom Owens,C,82.0,148
Ray Owes,SF,81.0,61
Olumide Oyedeji,C,82.0,72
Joe Pace,C,82.0,61
Zaza Pachulia,C,83.0,72
Robert Pack,SG,74.0,61
Gerald Paddio,SF,79.0,134
Scott Padgett,SF,81.0,28
Jaysean Paige,SG,74.0,61
Marcus Paige,SG,72.0,85
Fred Paine,SF,77.0,61
Milt Palacio,SG,76.0,61
Togo Palazzi,SF,76.0,5
Jim Palmer,SF,80.0,42
John Palmer,SF,76.0,61
Trayvon Palmer,SG,78.0,61
Walter Palmer,C,85.0,63
Kevin Pangos,SG,73.0,61
Andy Panko,SF,81.0,61
Georgios Papagiannis,C,85.0,13
Kostas Papanikolaou,SF,80.0,78
Jannero Pargo,SG,73.0,61
Jeremy Pargo,SG,74.0,61
Estes Parham,SF,75.0,61
Robert Parish,C,85.0,8
Medford Park,SG,74.0,61
Anthony Parker,SG,78.0,21
Jabari Parker,SF,80.0,2
Smush Parker,SG,76.0,61
Sonny Parker,SF,78.0,17
Tony Parker,SG,74.0,28
Jack Parkinson,SG,72.0,61
Cherokee Parks,PF,83.0,12
Jack Parr,C,81.0,340
Doyle Parrack,SF,72.0,61
Charlie Parsley,SG,74.0,61
Chandler Parsons,SF,82.0,68
Eric Paschall,SF,78.0,71
Anžejs Pasečņiks,PF,86.0,25
Zarko Paspalj,SF,81.0,61
Marty Passaglia,SG,72.0,61
George A. Pastushok,Unknown,,61
Myles Patrick,SF,80.0,61
Stan Patrick,Unknown,,61
Andrae Patterson,SF,81.0,76
George Patterson,C,79.0,430
Lamar Patterson,SG,77.0,78
Patrick Patterson,SF,80.0,14
Ruben Patterson,SF,77.0,61
Steve Patterson,C,81.0,48
Tommy Patterson,SF,78.0,55
Worthy Patterson,SG,74.0,61
Justin Patton,C,83.0,16
Brandon Paul,SG,76.0,61
Chris Paul,SG,72.0,4
Charlie Paulk,SF,80.0,7
Jerry Paulson,SG,74.0,77
Billy Paultz,C,83.0,283
Sasha Pavlovic,SG,79.0,19
Jim Paxson,SG,78.0,3
Jim Paxson,SG,78.0,12
John Paxson,SG,74.0,19
Johnny Payak,SG,76.0,61
Adreian Payne,SF,82.0,15
Cameron Payne,SG,75.0,14
Kenny Payne,SF,80.0,19
Tom Payne,C,86.0,61
Elfrid Payton,SG,75.0,10
Gary Payton,SG,76.0,2
Mel Payton,SG,76.0,48
Gary Payton II,SG,74.0,61
George Pearcy,SG,73.0,61
Henry Pearcy,SG,73.0,61
Micah Peavy,SG,79.0,70
Oleksiy Pecherov,PF,84.0,18
Wiley Peck,SG,79.0,19
Sean Pedulla,SG,73.0,61
Anthony Peeler,SG,76.0,15
Nikola Pekovic,C,83.0,61
Jake Pelkington,C,78.0,61
Norvel Pelle,C,82.0,61
Sam Pellom,SF,81.0,61
Mike Penberthy,Unknown,75.0,61
Noah Penda,SG,79.0,62
Desmond Penigar,SF,79.0,61
Kirk Penney,SG,77.0,61
Mike Peplowski,C,82.0,82
Will Perdue,C,84.0,11
Maozinha Pereira,SF,80.0,61
Kendrick Perkins,C,82.0,27
Sam Perkins,PF,81.0,4
Warren Perkins,SG,75.0,61
Kosta Perovic,C,86.0,68
London Perrantes,SG,74.0,61
Curtis Perry,SF,79.0,95
Elliot Perry,SG,72.0,67
Reggie Perry,PF,80.0,87
Tim Perry,SF,81.0,7
Chuck Person,SF,80.0,4
Wesley Person,SG,78.0,23
Taelon Peter,SG,75.0,84
Alec Peters,SF,81.0,84
Jim Petersen,SF,82.0,111
Loy Petersen,SG,77.0,47
Bob Peterson,SF,77.0,61
Drew Peterson,SF,81.0,61
Ed Peterson,C,81.0,61
Mel Peterson,SG,76.0,378
Morris Peterson,SG,79.0,21
Geoff Petrie,SG,76.0,8
Johan Petro,C,84.0,25
Drazen Petrovic,SG,77.0,120
Filip Petrusev,C,83.0,80
Richard Petruska,C,82.0,76
Bob Pettit,SF,81.0,2
Roger Phegley,SG,78.0,14
Jack Phelan,Unknown,,61
Jim Phelan,SG,73.0,287
Derrick Phelps,SF,76.0,61
Mike Phelps,SG,76.0,324
Andy Phillip,SG,75.0,61
Tarik Phillip,SG,75.0,61
Eddie Phillips,SF,79.0,21
Gary Phillips,SG,75.0,9
Julian Phillips,SF,78.0,65
Bobby Phills,SG,77.0,75
Eric Piatkowski,SG,79.0,15
Jalen Pickett,SG,74.0,62
Jamorko Pickett,SF,81.0,61
Paul Pierce,SF,79.0,10
Ricky Pierce,SG,76.0,18
Stan Pietkiewicz,SG,77.0,313
Mickael Pietrus,SF,78.0,11
John Pilch,SF,75.0,61
Ed Pinckney,SF,81.0,10
Kevinn Pinkney,SF,82.0,61
John Pinone,SF,80.0,118
Theo Pinson,SG,79.0,61
Dave Piontek,SF,78.0,61
Tom Piotrowski,C,85.0,122
Scottie Pippen,SF,80.0,5
Scotty Pippen Jr.,SG,74.0,61
Charlie Pittman,SF,80.0,121
Dexter Pittman,C,83.0,62
Zoran Planinic,SG,79.0,22
Tibor Pleiss,C,87.0,61
Daeqwon Plowden,SG,76.0,61
Marshall Plumlee,C,84.0,61
Mason Plumlee,PF,84.0,22
Miles Plumlee,C,83.0,26
Gary Plummer,SF,81.0,75
Pavel Podkolzin,C,89.0,21
Brandin Podziemski,SG,76.0,19
Jakob Poeltl,C,84.0,9
Vincent Poirier,PF,84.0,61
Aleksej Pokusevski,SF,84.0,17
Dwayne Polee,SF,77.0,114
Jim Pollard,SF,75.0,61
Scot Pollard,PF,83.0,19
Ralph Polson,SF,79.0,5
Olden Polynice,PF,84.0,8
Cliff Pondexter,SF,81.0,16
Quincy Pondexter,SF,79.0,26
Shamorie Ponds,SG,72.0,61
Yves Pons,SF,77.0,61
Jordan Poole,SG,76.0,28
David Pope,SF,79.0,122
Mark Pope,PF,82.0,82
Dave Popson,C,82.0,178
Ben Poquette,SF,81.0,66
Chris Porter,SF,79.0,85
Howard Porter,SF,80.0,62
Jontay Porter,PF,83.0,61
Kevin Porter,SG,72.0,99
Terry Porter,SG,75.0,24
Craig Porter Jr.,SG,73.0,61
Kevin Porter Jr.,SG,77.0,30
Michael Porter Jr.,SF,82.0,14
Otto Porter Jr.,SF,80.0,3
Bobby Portis,SF,81.0,22
Bob Portman,SF,77.0,7
Kristaps Porziņģis,PF,86.0,4
James Posey,SF,80.0,18
Quinten Post,C,84.0,82
Lavor Postell,SG,77.0,69
Vitaly Potapenko,PF,82.0,12
Micah Potter,C,81.0,61
John Poulakidas,SG,78.0,61
Leon Powe,SF,80.0,79
Drake Powell,SG,77.0,22
Dwight Powell,PF,82.0,75
Josh Powell,SF,81.0,61
Kasib Powell,SF,79.0,61
Myles Powell,SG,74.0,61
Norman Powell,SG,75.0,76
Roger Powell,SF,78.0,61
Alex Poythress,SF,81.0,61
Paul Pressey,SG,77.0,20
Phil Pressey,SG,71.0,61
Dominic Pressley,SG,74.0,219
Harold Pressley,SF,79.0,17
Jason Preston,SG,75.0,63
AJ Price,SG,74.0,82
Brent Price,SG,73.0,62
Jim Price,SG,75.0,46
Mark Price,SG,72.0,55
Mike Price,SG,75.0,17
Ronnie Price,SG,74.0,61
Tony Price,SG,78.0,59
Bob Priddy,SF,75.0,61
Pablo Prigioni,SG,75.0,61
Joshua Primo,SG,76.0,12
Taurean Prince,SF,78.0,12
Tayshaun Prince,SF,81.0,23
John Pritchard,C,81.0,61
Kevin Pritchard,SG,75.0,64
Payton Pritchard,SG,73.0,26
Tyrese Proctor,SG,76.0,79
Laron Profit,SG,77.0,68
Olivier-Maxence Prosper,SF,79.0,24
Gabe Pruitt,SG,76.0,62
Joel Przybilla,C,85.0,9
Les Pugh,C,79.0,61
Roy Pugh,Unknown,,61
Anthony Pullard,SF,82.0,61
Jacob Pullen,SG,73.0,61
Zyon Pullin,SG,76.0,61
Rodney Purvis,SG,76.0,61
Don Putman,SG,73.0,61
Zhou Qi,PF,85.0,73
Tim Quarterman,SG,78.0,61
Derik Queen,C,81.0,13
Trevelin Queen,SG,77.0,61
Neemias Queta,C,84.0,69
Bob Quick,SF,77.0,48
Immanuel Quickley,SG,74.0,25
Chris Quinn,SG,74.0,61
Brian Quinnett,SG,80.0,80
Lester Quinones,SG,76.0,61
Ivan Rabb,SF,82.0,65
Luke Rackley,C,82.0,97
Howie Rader,SG,73.0,61
Mark Radford,SG,76.0,113
Wayne Radford,SG,75.0,57
Dino Radja,SF,83.0,70
Vladimir Radmanovic,SF,82.0,12
Aleksandar Radojevic,C,87.0,12
Frank Radovich,SF,80.0,44
Moe Radovich,SG,72.0,61
Miroslav Raduljica,C,84.0,61
Ray Radziszewski,SF,77.0,120
Ray Ragelis,SF,76.0,47
Sherwin Raiken,SG,74.0,61
Ed Rains,SF,79.0,60
Igor Rakocevic,SG,74.0,81
Kurt Rambis,SF,80.0,118
Peter John Ramos,C,87.0,62
Cal Ramsey,SF,76.0,43
Frank Ramsey,SF,75.0,5
Jahmi'us Ramsey,SG,75.0,73
Ray Ramsey,SG,74.0,61
Mark Randall,SF,80.0,26
Chasson Randle,SG,74.0,61
Julius Randle,PF,81.0,7
Anthony Randolph,SF,83.0,14
Shavlik Randolph,SF,82.0,61
Zach Randolph,SF,81.0,19
Wally Rank,SF,78.0,219
Kelvin Ransey,SG,74.0,4
Sam Ranzino,SG,73.0,8
Blair Rasmussen,SF,76.0,15
Xavier Rathan-Mayes,SG,76.0,61
George Ratkovicz,SF,79.0,61
Ed Ratleff,SG,78.0,6
Mike Ratliff,C,82.0,58
Theo Ratliff,C,82.0,18
Andy Rautins,SG,76.0,68
Leo Rautins,SF,80.0,17
Allan Ray,SG,74.0,61
Clifford Ray,C,81.0,100
Don Ray,SF,77.0,11
Jamesearl Ray,SF,80.0,5
Jim Ray,SG,72.0,61
Craig Raymond,C,83.0,12
Maxime Raynaud,C,85.0,72
Connie Rea,SG,75.0,61
Duop Reath,C,81.0,61
Austin Reaves,SG,77.0,61
Joe Reaves,SF,77.0,102
Josh Reaves,SG,76.0,61
Zeljko Rebraca,C,84.0,84
Eldridge Recasner,SG,76.0,61
Michael Redd,SG,78.0,73
Cam Reddish,SF,79.0,10
Frank Reddout,SF,77.0,61
JJ Redick,SG,75.0,11
Marlon Redmond,SG,78.0,120
Davon Reed,SG,77.0,62
Hub Reed,C,81.0,44
Justin Reed,SF,80.0,70
Paul Reed,SF,81.0,88
Ron Reed,SF,77.0,80
Willie Reed,PF,83.0,61
Willis Reed,C,82.0,38
Alex Reese,PF,81.0,61
Julian Reese,SF,81.0,61
Antonio Reeves,SG,77.0,77
Bryant Reeves,C,84.0,6
Khalid Reeves,SG,75.0,12
Richie Regan,SG,74.0,4
Don Rehfeldt,SF,78.0,2
Billy Reid,SG,77.0,422
Don Reid,SF,80.0,88
J.R. Reid,PF,82.0,5
Jim Reid,C,78.0,61
Naz Reid,PF,81.0,61
Robert Reid,SF,80.0,70
Ryan Reid,SF,80.0,87
Jared Reiner,C,83.0,61
Joseph Reiser,SG,71.0,61
Richard Rellford,SF,78.0,215
Terrence Rencher,SG,75.0,62
John Rennicke,SG,74.0,201
Rob Rensberger,SF,74.0,61
Efthimios Rentzias,C,83.0,23
Shawn Respert,SG,74.0,8
Kevin Restani,SF,81.0,99
Cam Reynolds,SG,79.0,61
George Reynolds,SG,76.0,357
Jerry Reynolds,SG,80.0,22
Jared Rhoden,SG,77.0,61
Gene Rhodes,SG,73.0,61
Rodrick Rhodes,SG,78.0,24
Glen Rice,SF,80.0,4
Glen Rice,SG,78.0,65
Chris Richard,SF,81.0,71
Will Richard,SG,75.0,86
Nick Richards,C,83.0,72
Clint Richardson,SG,75.0,66
Jase Richardson,SG,73.0,25
Jason Richardson,SG,78.0,5
Jeremy Richardson,SG,79.0,61
Josh Richardson,SG,77.0,70
Malachi Richardson,SG,78.0,22
Micheal Ray Richardson,SG,77.0,4
Norman Richardson,SG,77.0,61
Pooh Richardson,SG,73.0,10
Quentin Richardson,SF,78.0,18
Kadary Richmond,SG,78.0,61
Mitch Richmond,SG,77.0,5
John Richter,SF,81.0,6
Dick Ricketts,SF,79.0,1
Isaiah Rider,SG,77.0,5
Jackie Ridgle,SG,76.0,101
Luke Ridnour,SG,74.0,14
Mel Riebe,SG,71.0,61
Jim Riffey,SF,76.0,61
Antoine Rigaudeau,SG,79.0,61
Tom Riker,SF,82.0,8
Bob Riley,SF,81.0,202
Eric Riley,C,84.0,63
Pat Riley,SG,76.0,7
Ron Riley,SF,80.0,98
Will Riley,SF,81.0,21
Grant Riller,SG,74.0,86
Rich Rinaldi,SG,75.0,103
Mike Riordan,SF,76.0,458
Zaccharie Risacher,SF,80.0,1
Arnie Risen,C,81.0,61
Goebel Ritter,SG,74.0,61
Ramon Rivas,SF,82.0,61
Austin Rivers,SG,76.0,10
David Rivers,SG,72.0,25
Doc Rivers,SG,76.0,61
Lee Robbins,SF,75.0,61
Liam Robbins,C,84.0,61
Andre Roberson,SG,79.0,26
Anthony Roberson,SG,74.0,61
Rick Roberson,C,81.0,15
Terrance Roberson,Unknown,,61
Anthony Roberts,SF,77.0,21
Bill Roberts,Unknown,,61
Brian Roberts,SG,73.0,61
Fred Roberts,SF,82.0,57
Joe Roberts,SF,78.0,81
Lawrence Roberts,SF,81.0,85
Marv Roberts,SF,80.0,105
Stanley Roberts,C,84.0,23
Alvin Robertson,SG,76.0,7
Oscar Robertson,SG,77.0,1
Ryan Robertson,SG,77.0,75
Tony Robertson,SG,76.0,178
Rick Robey,C,83.0,3
Bernard Robinson,SG,78.0,75
Chris Robinson,SG,77.0,81
Cliff T. Robinson,SF,81.0,11
Clifford Robinson,PF,82.0,66
David Robinson,C,85.0,1
Devin Robinson,SF,80.0,61
Duncan Robinson,SF,79.0,61
Eddie Robinson,SF,81.0,61
Flynn Robinson,SG,73.0,45
Glenn Robinson,SF,79.0,1
Jackie Robinson,SF,78.0,157
Jamal Robinson,Unknown,,61
James Robinson,SG,74.0,21
Jerome Robinson,SG,77.0,13
Justin Robinson,SG,73.0,61
Larry Robinson,SG,75.0,61
Mitchell Robinson,PF,84.0,66
Nate Robinson,SG,69.0,21
Oliver Robinson,SG,76.0,54
Orlando Robinson,C,82.0,61
Rumeal Robinson,SG,74.0,10
Thomas Robinson,SF,82.0,5
Truck Robinson,SF,79.0,52
Wayne Robinson,SF,80.0,61
Glenn Robinson III,SF,78.0,70
Jeremiah Robinson-Earl,SF,80.0,62
Bill Robinzine,SF,79.0,10
Dave Robisch,C,82.0,104
Isaiah Roby,SF,80.0,75
Red Rocha,C,81.0,61
John Roche,SG,75.0,14
Gene Rock,SG,69.0,61
Jack Rocker,C,77.0,61
David Roddy,SF,77.0,23
Guy Rodgers,SG,72.0,61
Dennis Rodman,SF,79.0,57
Sergio Rodriguez,SG,75.0,27
Lou Roe,SF,79.0,60
Carlos Rogers,PF,83.0,11
Johnny Rogers,SF,82.0,64
Marshall Rogers,SG,73.0,64
Rodney Rogers,SF,79.0,9
Roy Rogers,SF,82.0,22
Al Roges,SF,76.0,61
Ken Rohloff,SG,72.0,239
Magnum Rolle,SF,83.0,81
Kenny Rollins,SG,72.0,61
Phil Rollins,SG,74.0,61
Ryan Rollins,SG,75.0,74
Tree Rollins,C,85.0,14
Lorenzo Romar,SG,73.0,321
Rajon Rondo,SG,73.0,21
Sean Rooks,C,82.0,60
Derrick Rose,SG,75.0,1
Jalen Rose,SG,80.0,13
Malik Rose,SF,79.0,74
Robert Rose,SF,77.0,61
Alexander Rosenberg,SG,70.0,61
Lennie Rosenbluth,SF,76.0,6
Hank Rosenstein,Unknown,,61
Dick Rosenthal,SF,77.0,4
Quinton Ross,SG,78.0,61
Terrence Ross,SG,79.0,8
Doug Roth,SF,83.0,71
Scott Roth,SF,80.0,172
Irv Rothenberg,C,79.0,61
Mickey Rottner,SG,70.0,61
Dan Roundfield,SF,80.0,58
Giff Roux,SF,77.0,61
Ron Rowan,SF,77.0,127
Curtis Rowe,SF,79.0,11
Jackson Rowe,SF,79.0,61
Jim Rowinski,C,80.0,176
Derrick Rowland,SF,77.0,481
Brian Rowsom,SF,81.0,64
Brandon Roy,SG,78.0,6
Donald Royal,SF,80.0,112
Bob Royer,SG,70.0,61
Clifford Rozier,PF,83.0,16
Terry Rozier,SG,73.0,16
Ricky Rubio,SG,74.0,5
Guy Rucker,PF,81.0,61
Delaney Rudd,SG,74.0,173
John Rudd,SF,79.0,62
Damjan Rudez,SF,82.0,61
John Rudometkin,SF,78.0,39
Michael Ruffin,PF,80.0,62
Trevor Ruffin,SG,73.0,61
Paul Ruffner,C,82.0,58
Joe Ruklick,SF,81.0,39
Jeff Ruland,C,82.0,55
Bob Rule,C,81.0,49
Jerry Rullo,SG,70.0,61
Rayan Rupert,SG,79.0,73
Stefano Rusconi,SF,81.0,82
Brandon Rush,SG,78.0,13
Kareem Rush,SG,78.0,20
Bill Russell,C,82.0,2
Bryon Russell,SG,79.0,75
Campy Russell,SF,80.0,8
Cazzie Russell,SF,77.0,1
D'Angelo Russell,SG,75.0,2
Frank Russell,SG,75.0,95
Walker Russell,SG,77.0,168
Walker Russell,SG,72.0,168
Cormac Ryan,SG,77.0,61
Matt Ryan,SF,78.0,61
Arvydas Sabonis,C,87.0,24
Domantas Sabonis,PF,82.0,11
Robert Sacre,C,84.0,90
Ed Sadowski,C,77.0,61
Kenny Sailors,SG,70.0,61
Tidjane Salaün,SF,82.0,6
John Salley,PF,83.0,11
Hunter Sallis,SG,76.0,61
John Salmons,SF,78.0,26
Kevin Salvadori,C,84.0,61
Soumaila Samake,C,82.0,66
Luka Samanic,SF,82.0,19
Cheikh Samb,C,85.0,81
Brandon Sampson,SG,77.0,61
JaKarr Sampson,SF,79.0,61
Jamal Sampson,PF,83.0,76
Ralph Sampson,C,88.0,1
Samardo Samuels,C,81.0,61
Jermaine Samuels Jr.,SF,78.0,61
Pepe Sanchez,SG,76.0,61
Frankie Sanders,SF,78.0,20
Jeff Sanders,SF,80.0,20
Kobe Sanders,SG,80.0,80
Larry Sanders,C,83.0,15
Melvin Sanders,SG,77.0,61
Mike Sanders,SF,78.0,164
Thomas Sanders,SF,78.0,8
Payton Sandfort,SF,79.0,61
Adama Sanogo,SF,81.0,61
Daniel Santiago,C,85.0,61
Bob Santini,SF,77.0,61
Gui Santos,SF,79.0,85
Wayne Sappleton,SF,81.0,68
Ben Saraf,SG,78.0,26
Dario Saric,PF,82.0,12
Alex Sarr,C,84.0,2
Olivier Sarr,C,82.0,61
Jason Sasser,SF,79.0,71
Jeryl Sasser,SG,78.0,22
Marcus Sasser,SG,73.0,25
Tomas Satoransky,SG,79.0,62
Kenny Satterfield,SG,74.0,83
Frank Saul,SG,74.0,10
Woody Sauldsberry,SF,79.0,270
Fred Saunders,SF,79.0,61
Don Savage,SF,75.0,44
Predrag Savovic,SG,78.0,61
Alan Sawyer,SF,77.0,61
Brian Scalabrine,SF,81.0,64
Alex Scales,SG,76.0,61
Dewayne Scales,SF,80.0,66
Frank Schade,SG,73.0,143
Ben Schadler,SF,72.0,61
Herm Schaefer,SG,72.0,61
Bob Schafer,SG,75.0,77
Jordan Schakel,SG,78.0,61
Ben Scharnus,SF,74.0,61
Marv Schatzman,SF,77.0,61
Fred Schaus,SF,77.0,61
Dan Schayes,C,83.0,13
Dolph Schayes,SF,80.0,4
Ossie Schectman,SG,72.0,61
Steve Scheffler,C,81.0,69
