PLAYER_NAME,USG_PCT,AST_PCT,REB_PCT,OREB_PCT,DREB_PCT,TS_PCT,E_TOV_PCT,PACE,MIN_TOTAL,GP,CLUSTER,ARCHETYPE,DIST_TO_CENTROID
Jameer Nelson,0.22649999999999998,0.27049999999999996,0.0565,0.0285,0.0845,0.5385,11.65,94.41,3397.2,141,2,Ball-Dominant Playmaker,1.2100065856054831
James Jones,0.16233333333333333,0.04033333333333333,0.04700000000000001,0.01933333333333333,0.07266666666666667,0.48066666666666674,4.833333333333333,94.38333333333333,3115.8,156,0,3-and-D / Role Player,2.3372613077925406
James Posey,0.154,0.08633333333333333,0.08566666666666667,0.030666666666666665,0.1386666666666667,0.5619999999999999,10.733333333333334,92.12,5744.8,199,1,Scoring Big / Power Forward,1.8928323348100993
James Singleton,0.121,0.059,0.139,0.091,0.184,0.587,12.2,93.36,755.2,59,3,Glass Anchor / Traditional Center,1.9419176375729468
Jannero Pargo,0.243,0.283,0.044000000000000004,0.017666666666666667,0.07066666666666667,0.4676666666666667,13.6,97.66000000000001,1572.7,120,2,Ball-Dominant Playmaker,2.9191043469732016
Jared Jeffries,0.1376666666666667,0.104,0.09933333333333333,0.081,0.119,0.4803333333333333,14.200000000000001,95.02,5876.6,236,3,Glass Anchor / Traditional Center,2.045179722296015
Jarrett Jack,0.173,0.249,0.052,0.012,0.093,0.528,12.4,91.25,1595.8,79,2,Ball-Dominant Playmaker,1.173207781634672
Jarron Collins,0.122,0.08833333333333333,0.09899999999999999,0.07166666666666667,0.12766666666666668,0.549,12.200000000000001,89.95333333333333,4423.5,210,3,Glass Anchor / Traditional Center,2.3305439525326683
Jarvis Hayes,0.17966666666666664,0.09066666666666667,0.06866666666666667,0.030333333333333334,0.11033333333333334,0.4766666666666666,9.633333333333333,95.76666666666667,4121.2,145,0,3-and-D / Role Player,0.9856458206903755
Jason Collier,0.20350000000000001,0.043,0.103,0.077,0.131,0.526,12.65,94.525,1491.0,90,1,Scoring Big / Power Forward,1.3533428892063224
Jason Collins,0.10833333333333334,0.07566666666666667,0.09666666666666668,0.06066666666666667,0.133,0.4643333333333333,13.366666666666667,90.96,6662.7,229,3,Glass Anchor / Traditional Center,2.1969303563578197
Jason Hart,0.16066666666666665,0.23266666666666666,0.052333333333333336,0.013666666666666667,0.09100000000000001,0.4916666666666667,10.366666666666667,93.36000000000001,3367.9,193,2,Ball-Dominant Playmaker,1.2626937834322092
Jason Kapono,0.17366666666666666,0.07533333333333332,0.056666666666666664,0.026999999999999996,0.08800000000000001,0.515,8.533333333333333,96.13,2575.7,173,0,3-and-D / Role Player,1.397972447467213
Jason Kidd,0.20833333333333334,0.38633333333333336,0.09766666666666667,0.03466666666666667,0.162,0.5056666666666666,10.533333333333333,92.50999999999999,7890.2,213,2,Ball-Dominant Playmaker,2.7608208246068657
Jason Richardson,0.26466666666666666,0.159,0.07966666666666666,0.03966666666666667,0.12066666666666666,0.52,9.133333333333333,94.17666666666666,8542.2,225,1,Scoring Big / Power Forward,2.1417179627576095
Jason Terry,0.20733333333333334,0.24266666666666667,0.041666666666666664,0.015333333333333332,0.06766666666666667,0.5666666666666667,10.133333333333333,92.52999999999999,8213.2,241,2,Ball-Dominant Playmaker,1.3186736865654716
Jason Williams,0.18433333333333332,0.3126666666666667,0.035333333333333335,0.008666666666666668,0.061,0.5333333333333333,10.066666666666666,93.44,5938.3,202,2,Ball-Dominant Playmaker,1.4883299259071765
Jeff Foster,0.118,0.04933333333333333,0.17600000000000002,0.1376666666666667,0.21433333333333335,0.57,12.299999999999999,90.34666666666668,5137.200000000001,206,3,Glass Anchor / Traditional Center,2.894209839226206
Jeff McInnis,0.17800000000000002,0.24633333333333332,0.041,0.016666666666666666,0.06633333333333334,0.49466666666666664,9.6,91.70333333333333,5519.6,174,2,Ball-Dominant Playmaker,1.1802279405034823
Jermaine O'Neal,0.315,0.13033333333333333,0.1386666666666667,0.064,0.21,0.513,10.666666666666666,89.65666666666668,6132.7,173,1,Scoring Big / Power Forward,3.2979002820248042
Jerome James,0.18200000000000002,0.045000000000000005,0.11099999999999999,0.081,0.142,0.5206666666666667,21.133333333333333,90.92333333333333,2727.5,190,3,Glass Anchor / Traditional Center,2.710368853808507
Jerome Williams,0.1365,0.0655,0.135,0.1005,0.173,0.5425,14.350000000000001,91.66,2833.8999999999996,147,3,Glass Anchor / Traditional Center,0.9865444503742784
Jerry Stackhouse,0.24533333333333332,0.18766666666666665,0.056999999999999995,0.022333333333333334,0.09100000000000001,0.51,12.800000000000002,94.64666666666666,3916.7,137,2,Ball-Dominant Playmaker,1.5264700755782676
Jim Jackson,0.16466666666666666,0.124,0.07166666666666667,0.018666666666666668,0.11933333333333333,0.48600000000000004,13.466666666666667,94.55333333333333,5628.8,184,0,3-and-D / Role Player,1.0580329083197333
Jiri Welsch,0.16566666666666666,0.12733333333333333,0.067,0.02466666666666667,0.11,0.5103333333333334,11.9,96.46999999999998,4371.8,210,0,3-and-D / Role Player,1.1726161574290708
Joe Johnson,0.214,0.20233333333333334,0.057666666666666665,0.030333333333333334,0.084,0.528,10.1,94.55333333333333,9913.8,246,2,Ball-Dominant Playmaker,1.236356442690159
Joe Smith,0.17666666666666667,0.05333333333333334,0.13333333333333333,0.09166666666666667,0.17800000000000002,0.5356666666666666,8.966666666666667,93.49000000000001,5417.799999999999,194,1,Scoring Big / Power Forward,1.7098728006206625
Joel Przybilla,0.11933333333333333,0.04800000000000001,0.15433333333333332,0.09933333333333333,0.21033333333333334,0.514,18.366666666666664,91.89999999999999,3593.8999999999996,149,3,Glass Anchor / Traditional Center,1.936002159841627
Joey Graham,0.164,0.061,0.081,0.038,0.125,0.564,14.7,93.35,1584.0,80,1,Scoring Big / Power Forward,2.132051079054878
Johan Petro,0.14,0.018,0.122,0.089,0.155,0.53,14.7,93.58,1285.1999999999998,68,3,Glass Anchor / Traditional Center,0.9959258525993938
John Salmons,0.14666666666666667,0.17333333333333334,0.059666666666666666,0.02033333333333333,0.09966666666666667,0.5013333333333333,12.5,94.14,4630.400000000001,217,0,3-and-D / Role Player,1.0288914374344635
Jon Barry,0.141,0.17433333333333334,0.052,0.014,0.08933333333333333,0.5526666666666666,12.700000000000001,93.21999999999998,2934.9,146,0,3-and-D / Role Player,1.87634300598078
Jose Calderon,0.138,0.301,0.05,0.021,0.079,0.495,13.6,94.34,1484.8,64,2,Ball-Dominant Playmaker,2.070679051803377
Josh Childress,0.14600000000000002,0.0975,0.098,0.07200000000000001,0.125,0.5845,11.45,93.7,4617.6,154,1,Scoring Big / Power Forward,1.8698825096193663
Josh Howard,0.19499999999999998,0.08466666666666667,0.106,0.07733333333333332,0.134,0.5186666666666667,9.066666666666668,93.57333333333334,5952.6,202,1,Scoring Big / Power Forward,1.0940361157943324
Josh Smith,0.1825,0.112,0.111,0.07050000000000001,0.1525,0.503,13.4,93.57,4609.799999999999,154,1,Scoring Big / Power Forward,1.2987195412578167
Juan Dixon,0.2353333333333333,0.17,0.051333333333333335,0.021666666666666667,0.08333333333333333,0.5033333333333333,10.333333333333334,93.81,4451.7,210,2,Ball-Dominant Playmaker,1.2476633058026239
