PLAYER_NAME,SEASON,CLUSTER,ARCHETYPE,DIST_TO_CENTROID,UMAP_1,UMAP_2,USG_PCT,AST_PCT,REB_PCT,OREB_PCT,DREB_PCT,TS_PCT,E_TOV_PCT,PACE
Adrian Griffin,2002-03,3,Cluster 3,2.1560340164522644,3.5813363,3.325892,0.129,0.111,0.096,0.063,0.129,0.463,9.3,95.75
Bryon Russell,2002-03,3,Cluster 3,2.027504085900638,3.4588296,4.859939,0.13,0.089,0.078,0.031,0.126,0.468,11.9,90.78
Damone Brown,2002-03,0,Cluster 0,2.724581234181778,-0.6273428,3.9048975,0.173,0.051,0.06,0.027,0.088,0.363,12.6,92.06
Courtney Alexander,2002-03,0,Cluster 0,1.929484883408488,0.8887841,3.3667445,0.209,0.105,0.044,0.028,0.059,0.459,9.5,92.33
David Robinson,2002-03,5,Cluster 5,0.8194170216646817,7.150218,5.7030754,0.166,0.057,0.155,0.107,0.198,0.531,12.6,91.51
Corey Benjamin,2002-03,3,Cluster 3,2.921650398824571,3.6043203,3.273582,0.159,0.122,0.094,0.059,0.13,0.4,9.1,96.32
Chris Whitney,2002-03,0,Cluster 0,1.324876374757945,-0.7678474,1.2004962,0.187,0.245,0.032,0.003,0.066,0.468,11.9,94.83
Cherokee Parks,2002-03,3,Cluster 3,2.0375293586328893,4.030658,4.4226465,0.139,0.055,0.106,0.071,0.146,0.523,8.2,91.63
Shawn Bradley,2002-03,5,Cluster 5,2.044134131235728,5.8027062,5.761138,0.135,0.047,0.137,0.088,0.184,0.601,11.7,94.15
Shawn Kemp,2002-03,5,Cluster 5,1.9197736502289682,6.1627355,5.817199,0.185,0.055,0.141,0.088,0.198,0.468,14.0,95.1
Smush Parker,2002-03,0,Cluster 0,3.8700166991449123,-1.0891731,1.0498194,0.197,0.239,0.054,0.025,0.084,0.523,19.4,99.17
Sean Rooks,2002-03,3,Cluster 3,1.690894176073819,4.1042705,5.230108,0.13,0.085,0.081,0.039,0.125,0.46,14.4,93.02
Steven Smith,2002-03,2,Cluster 2,1.0469714649937345,1.3868535,2.9120057,0.167,0.114,0.048,0.021,0.073,0.528,9.5,92.36
Shammond Williams,2002-03,0,Cluster 0,1.4996142470037739,-0.6855704,1.000848,0.172,0.252,0.044,0.012,0.079,0.503,11.4,95.32
Robert Pack,2002-03,0,Cluster 0,1.5669963503949955,-1.0341669,1.6034788,0.199,0.333,0.059,0.025,0.093,0.473,14.6,93.2
Scott Padgett,2002-03,3,Cluster 3,0.9069661549405271,5.6560807,3.948121,0.181,0.113,0.107,0.066,0.146,0.496,11.2,92.85
Rodney White,2002-03,0,Cluster 0,2.2564186095611953,5.017218,2.6135283,0.236,0.156,0.068,0.026,0.112,0.469,16.1,94.08
Ryan Bowen,2002-03,3,Cluster 3,1.8296452109940522,4.340782,5.495195,0.112,0.09,0.08,0.075,0.087,0.519,13.8,92.03
Samaki Walker,2002-03,5,Cluster 5,1.5446959253865846,6.353323,5.7372527,0.136,0.08,0.144,0.089,0.199,0.465,12.8,92.95
Vincent Yarbrough,2002-03,0,Cluster 0,0.9758441783332961,-0.4299037,3.774339,0.172,0.16,0.061,0.025,0.102,0.446,12.2,93.3
Vladimir Stepania,2002-03,5,Cluster 5,2.673020185047559,7.511823,5.377614,0.161,0.03,0.171,0.126,0.221,0.454,11.9,87.71
Walt Williams,2002-03,2,Cluster 2,1.5740105448825834,3.2553265,2.9236748,0.152,0.077,0.087,0.044,0.129,0.5,7.7,95.63
Tyrone Hill,2002-03,5,Cluster 5,1.8780454793178858,6.093248,5.843545,0.131,0.049,0.147,0.089,0.211,0.457,15.1,94.64
Tremaine Fowlkes,2002-03,3,Cluster 3,1.59875878891679,4.186601,3.853011,0.137,0.06,0.093,0.075,0.112,0.533,10.2,94.09
Todd MacCulloch,2002-03,1,Cluster 1,1.5214146681985428,4.6502686,4.2926893,0.171,0.04,0.124,0.083,0.167,0.548,10.7,93.71
Mamadou N'diaye,2002-03,3,Cluster 3,1.0385315108341966,5.1367245,5.5060267,0.162,0.031,0.107,0.073,0.145,0.514,14.5,94.75
Malik Allen,2002-03,3,Cluster 3,1.7685873307409348,6.300271,4.2404003,0.195,0.042,0.095,0.058,0.135,0.455,12.5,90.37
Mark Jackson,2002-03,0,Cluster 0,2.739970461523965,-0.96074176,1.7761034,0.17,0.437,0.063,0.025,0.097,0.473,16.3,92.1
Keon Clark,2002-03,3,Cluster 3,1.429776667526947,5.2117944,5.466159,0.15,0.07,0.119,0.078,0.155,0.528,13.8,96.01
Nikoloz Tskitishvili,2002-03,0,Cluster 0,2.6363480717847243,-0.7946653,3.8102028,0.165,0.113,0.068,0.045,0.093,0.374,14.1,95.51
Pat Garrity,2002-03,2,Cluster 2,1.1953071743521844,2.9789639,2.5027182,0.148,0.073,0.06,0.028,0.094,0.551,7.8,95.48
Moochie Norris,2002-03,0,Cluster 0,1.3275218770415254,-0.4308221,3.071896,0.157,0.239,0.06,0.029,0.089,0.47,13.0,89.55
Mike Wilks,2002-03,0,Cluster 0,1.4994651953620675,-0.62521875,3.435861,0.134,0.22,0.054,0.031,0.075,0.436,9.7,91.27
Mike Batiste,2002-03,3,Cluster 3,1.4541799132688933,5.15914,3.2510502,0.205,0.074,0.106,0.067,0.147,0.476,11.0,94.46
Michael Jordan,2002-03,4,Cluster 4,2.6807210778678745,1.4116118,1.3829396,0.284,0.207,0.086,0.025,0.147,0.491,8.0,89.65
Michael Bradley,2002-03,5,Cluster 5,1.06655054682609,6.609549,5.894993,0.143,0.083,0.161,0.121,0.206,0.492,15.6,92.27
